0,11;0,0;9,11;8,11;7,11;6,11;5,11;4,11;8,10;7,10;6,10;5,10;4,10;7,9;6,9;5,9;4,9
1364812;1184684;1338068;1317312;1297392;1285124;1280044;1284380;1276364;1254696;1238672;1229552;1230628;1213924;1192200;1179808;1178276
1364540;1184528;1338124;1317236;1297160;1285244;1279304;1284148;1276404;1254636;1238796;1229684;1230844;1213768;1192132;1179900;1178200
1364824;1184648;1338056;1317292;1297380;1284504;1279960;1284428;1276352;1254704;1238708;1229444;1230572;1213744;1192192;1179780;1178256
1364620;1184524;1338140;1317200;1297148;1285232;1279544;1284212;1276388;1254628;1238828;1229636;1230932;1213784;1192116;1179872;1178188
1364788;1184596;1337940;1317296;1297360;1285004;1280032;1284388;1276344;1254672;1238688;1229356;1230692;1213820;1192212;1179768;1178232
1364512;1184452;1338100;1317164;1297168;1285268;1279688;1284100;1276364;1254608;1238784;1229692;1230904;1213748;1192128;1179892;1178184
1364784;1184556;1338028;1317204;1297376;1285120;1280256;1284368;1276340;1254660;1238636;1229580;1230676;1213748;1192172;1179824;1178252
1364504;1184440;1338176;1317184;1297176;1285292;1279876;1284088;1276360;1254612;1238784;1229632;1230864;1213728;1192128;1179868;1178176
1364720;1184520;1338036;1317240;1297380;1284924;1280236;1284368;1276332;1254656;1238652;1229552;1230740;1213772;1192164;1179808;1178212
1364436;1184372;1338160;1317140;1297164;1285280;1279888;1284020;1276364;1254592;1238744;1229636;1230880;1213708;1192112;1179892;1178148
1364684;1184496;1338032;1317208;1297392;1284976;1280200;1284284;1276312;1254640;1238648;1229560;1230792;1213732;1192152;1179796;1178200
1364468;1184368;1338216;1317148;1297168;1285272;1279904;1284112;1276360;1254576;1238720;1229644;1230844;1213684;1192100;1179872;1178132
1364640;1184432;1338052;1317192;1297392;1285000;1280124;1284248;1276296;1254616;1238636;1229540;1230700;1213708;1192140;1179776;1178184
1364728;1184268;1338160;1317080;1297160;1285280;1279548;1284068;1276332;1254552;1238720;1229628;1230808;1213688;1192088;1179884;1178124
1364672;1184416;1337992;1317208;1297360;1284996;1280016;1284160;1276276;1254616;1238628;1229576;1230612;1213700;1192144;1179784;1178188
1364412;1184260;1338160;1317044;1297148;1285252;1279572;1283896;1276328;1254564;1238708;1229636;1230792;1213660;1192072;1179860;1178128
1364636;1184368;1337980;1317156;1297352;1285120;1280088;1284076;1276280;1254584;1238628;1229520;1230676;1213716;1192140;1179796;1178148
1364420;1184256;1338132;1317104;1297160;1285220;1279680;1283812;1276300;1254548;1238700;1229640;1230764;1213612;1192092;1179856;1178104
1364600;1184336;1337960;1317148;1297372;1285016;1280064;1284036;1276248;1254596;1238604;1229540;1230576;1213648;1192124;1179772;1178168
1364324;1184224;1338104;1317044;1297120;1285200;1279432;1283520;1276292;1254516;1238664;1229584;1230680;1213628;1192052;1179860;1178072
1364584;1184292;1337992;1317124;1297376;1284920;1280008;1284012;1276220;1254584;1238604;1229516;1230504;1213664;1192120;1179788;1178144
1364300;1184184;1338124;1317064;1297148;1285176;1279480;1283692;1276284;1254524;1238644;1229596;1230656;1213596;1192052;1179860;1178084
1364576;1184276;1337976;1317104;1297344;1284860;1280040;1283968;1276228;1254564;1238572;1229556;1230456;1213604;1192112;1179756;1178144
1364312;1184140;1338140;1317072;1297104;1285188;1279756;1283532;1276268;1254500;1238572;1229592;1230556;1213576;1192048;1179816;1178060
1364532;1184196;1337996;1317088;1297356;1284872;1280040;1284000;1276228;1254560;1238580;1229516;1229876;1213636;1192124;1179752;1178084
1364228;1184120;1338168;1317040;1297032;1285148;1279580;1283728;1276268;1254508;1238636;1229604;1230348;1213560;1192040;1179844;1178072
1364508;1184184;1337928;1317064;1297320;1284896;1280040;1284016;1276204;1254552;1238572;1229548;1230192;1213588;1192080;1179760;1178088
1364256;1184064;1338128;1316992;1297112;1285084;1279396;1283916;1276252;1254484;1238624;1229580;1230188;1213564;1192044;1179828;1178064
1364528;1184144;1337904;1317044;1297336;1284564;1280052;1283988;1276192;1254532;1238556;1229520;1230340;1213588;1192096;1179744;1178068
1364164;1184012;1338104;1317016;1297088;1285108;1279500;1283864;1276244;1254468;1238648;1229576;1230524;1213532;1192004;1179820;1178040
1364508;1184140;1337984;1317024;1297312;1284832;1280052;1283968;1276208;1254528;1238536;1229496;1230272;1213556;1192088;1179728;1178112
1364204;1183976;1338092;1316984;1297092;1285096;1279520;1283680;1276232;1254444;1238616;1229572;1230388;1213512;1192012;1179772;1178012
1364452;1184092;1337912;1317032;1297328;1284760;1280052;1283956;1276172;1254504;1238504;1229476;1230320;1213544;1192064;1179724;1178060
1364140;1183956;1338096;1316972;1297084;1285088;1279604;1283744;1276212;1254460;1238600;1229564;1230412;1213500;1191988;1179800;1178012
1364452;1184032;1337952;1317016;1297328;1284776;1280088;1283936;1276156;1254484;1238528;1229488;1230308;1213552;1192060;1179716;1178024
1364076;1183952;1338092;1316960;1297020;1285028;1279392;1283812;1276220;1254448;1238564;1229544;1230480;1213488;1191976;1179812;1177996
1364452;1184012;1337948;1317008;1297296;1284700;1280008;1283960;1276160;1254484;1238512;1229488;1230336;1213524;1192052;1179752;1178060
1364160;1183904;1338088;1316920;1297084;1285064;1279316;1283836;1276184;1254436;1238544;1229544;1230456;1213456;1191960;1179808;1177984
1364404;1183996;1337952;1316996;1297272;1284832;1279980;1283960;1276144;1254476;1238480;1229488;1230404;1213496;1192024;1179708;1178016
1364120;1183892;1338084;1316936;1297008;1285160;1279352;1283764;1276180;1254424;1238560;1229564;1230472;1213444;1191968;1179784;1177956
1364324;1183788;1337912;1316988;1297272;1284660;1279988;1283932;1276132;1254448;1238396;1229480;1230392;1213496;1192032;1179724;1178028
1364068;1183824;1338084;1316924;1297008;1285104;1279360;1283800;1276164;1254420;1238500;1229540;1230412;1213444;1191972;1179776;1177960
1364296;1183864;1337948;1316988;1297276;1284784;1279932;1283912;1276128;1254416;1238352;1229496;1230360;1213468;1192016;1179708;1178012
1364000;1183768;1338092;1316908;1297068;1285076;1279256;1283652;1276156;1254424;1238460;1229524;1230452;1213420;1191968;1179796;1177932
1364276;1183836;1337956;1316964;1297248;1284688;1279856;1283864;1276112;1254460;1238256;1229472;1230308;1213472;1192020;1179708;1177944
1363976;1183760;1338052;1316888;1297032;1285036;1278980;1283624;1276132;1254368;1238452;1229532;1230432;1213392;1191952;1179748;1177904
1364336;1183860;1337860;1316944;1297236;1284492;1279844;1283832;1276084;1254444;1238340;1229476;1230288;1213424;1192012;1179692;1177972
1364136;1183736;1338068;1316852;1296980;1285004;1279356;1283592;1276116;1254384;1238432;1229528;1230384;1213384;1191964;1179776;1177916
1364236;1183824;1337868;1316932;1297228;1284712;1279820;1283900;1276096;1254428;1238328;1229464;1230288;1213428;1191988;1179700;1177972
1364192;1183688;1338040;1316832;1296996;1284992;1279012;1283724;1276112;1254376;1238372;1229512;1230412;1213380;1191940;1179744;1177912
1364376;1183780;1337860;1316928;1297272;1284676;1279796;1283832;1276068;1254436;1238300;1229464;1230288;1213420;1192008;1179692;1177932
1364132;1183672;1338044;1316816;1297004;1285004;1279136;1283600;1276120;1254372;1238380;1229524;1230380;1213344;1191944;1179768;1177912
1364136;1183748;1337876;1316916;1297244;1284508;1279760;1283836;1276064;1254396;1238320;1229444;1230280;1213376;1191988;1179692;1177956
1363968;1183636;1338020;1316856;1296996;1285008;1279076;1283648;1276124;1254360;1238372;1229520;1230352;1213344;1191896;1179700;1177904
1364148;1183704;1337856;1316892;1297256;1284576;1279776;1283808;1276076;1254408;1238348;1229436;1230320;1213380;1191980;1179676;1177940
1363956;1183612;1338032;1316832;1297004;1285008;1279220;1283612;1276108;1254356;1238368;1229488;1230384;1213316;1191920;1179744;1177892
1364172;1183628;1337824;1316908;1297220;1284612;1279728;1283772;1276052;1254404;1238304;1229424;1230288;1213352;1191972;1179652;1177908
1363980;1183572;1338012;1316820;1296912;1285016;1279080;1283512;1276088;1254340;1238380;1229468;1230348;1213308;1191896;1179696;1177864
1364164;1183628;1337780;1316888;1297240;1284536;1279748;1283748;1276036;1254400;1238200;1229444;1230280;1213340;1191976;1179680;1177916
1363980;1183536;1338020;1316800;1296940;1284972;1278852;1283524;1276084;1254320;1238316;1229464;1230336;1213296;1191908;1179716;1177860
1364132;1183648;1337852;1316872;1297228;1284624;1279720;1283760;1276008;1254348;1238096;1229396;1230260;1213336;1191960;;1177916
1364032;1183484;1337992;1316760;1296860;1284956;1278828;1283484;1276064;1254328;1238332;1229436;1230324;1213268;1191900;;1177876
1364128;1183568;1337828;1316820;1297220;1284520;1279708;1283712;1276016;1254372;1238212;1229396;1230256;1213316;1191940;;1177908
1364096;1183484;1337952;1316752;1296956;1284992;1278852;1283580;1276048;1254320;1238300;1229472;1230324;1213256;1191868;;1177840
1364172;1183576;1337876;1316840;1297288;1284516;1279712;;1275984;1254372;1238168;1229392;1230224;1213304;1191936;;1177888
1363948;1183432;1338012;1316744;1296944;1284996;1278824;;1276028;;1238260;1229516;1230316;1213256;1191876;;1177844
;1183468;1337788;1316804;1297284;1284576;1279664;;1275996;;1238180;1229396;1230228;1213288;1191952;;1177880
;1183520;1337992;1316768;1296956;1284944;1278760;;1276036;;1238212;1229452;;1213232;1191872;;1177816
;1183396;1337840;1316812;1297212;1284560;1279640;;1275992;;1238188;1229420;;1213272;1191924;;1177876
;1183392;;;1296884;1284940;1278644;;1276036;;1238224;1229488;;;1191888;;1177820
;1183152;;;1297196;1284592;1279616;;;;1238140;1229400;;;1191920;;1177872
;1183276;;;;1284984;1278852;;;;1238256;1229468;;;1191860;;1177820
;;;;;1284508;1279652;;;;1238096;1229384;;;1191920;;1177848
;;;;;1284980;1278704;;;;1238200;1229468;;;1191864;;1177800
;;;;;1284588;1279632;;;;1238020;1229400;;;1191920;;1177852
;;;;;1284944;1278348;;;;1238192;1229452;;;1191852;;1177768
;;;;;1284572;1279636;;;;1238064;1229400;;;1191896;;1177820
;;;;;1284952;1278660;;;;1238168;1229456;;;1191816;;1177792
;;;;;1284604;1279576;;;;1238072;1229352;;;1191916;;1177816
;;;;;1285016;1278344;;;;1238148;1229444;;;1191852;;1177752
;;;;;1284648;1279628;;;;;1229372;;;1191900;;1177804
;;;;;1285016;1278756;;;;;1229420;;;1191844;;1177744
;;;;;1284624;1279628;;;;;1229380;;;1191912;;1177800
;;;;;1284976;1278740;;;;;1229456;;;1191852;;1177744
;;;;;1284556;1279656;;;;;1229340;;;1191892;;1177804
;;;;;1284972;1278840;;;;;1229432;;;1191848;;1177744
;;;;;;1279640;;;;;1229376;;;1191876;;1177788
;;;;;;1278692;;;;;1229436;;;1191808;;1177728
;;;;;;1279652;;;;;1229352;;;1191868;;1177756
;;;;;;1278572;;;;;1229428;;;1191820;;1177720
;;;;;;1279648;;;;;1229348;;;1191872;;1177752
;;;;;;1278692;;;;;1229412;;;1191820;;1177704
;;;;;;1279652;;;;;1229340;;;1191888;;1177768
;;;;;;1278640;;;;;1229412;;;1191804;;1177684
;;;;;;1279648;;;;;1229348;;;1191864;;1177752
;;;;;;1278456;;;;;1229404;;;1191804;;1177704
;;;;;;1279684;;;;;1229332;;;1191856;;1177732
;;;;;;1278560;;;;;1229392;;;1191788;;1177680
;;;;;;1279640;;;;;1229328;;;1191856;;1177744
;;;;;;1278672;;;;;;;;1191812;;1177676
;;;;;;1279680;;;;;;;;1191840;;1177700
;;;;;;1278876;;;;;;;;1191784;;1177660
;;;;;;1279656;;;;;;;;1191864;;1177720
;;;;;;1278668;;;;;;;;1191780;;1177652
;;;;;;1279708;;;;;;;;1191844;;1177684
;;;;;;1278580;;;;;;;;1191784;;1177652
;;;;;;1279728;;;;;;;;1191816;;1177700
;;;;;;1278348;;;;;;;;1191808;;1177652
;;;;;;1279676;;;;;;;;1191844;;1177696
;;;;;;1278008;;;;;;;;1191752;;1177648
;;;;;;;;;;;;;;1191812;;1177676
;;;;;;;;;;;;;;1191776;;1177648
;;;;;;;;;;;;;;1191828;;1177692
;;;;;;;;;;;;;;1191780;;1177616
;;;;;;;;;;;;;;1191796;;1177660
;;;;;;;;;;;;;;1191752;;1177616
;;;;;;;;;;;;;;1191804;;1177660
;;;;;;;;;;;;;;;;1177592
;;;;;;;;;;;;;;;;1177624
;;;;;;;;;;;;;;;;1177584
;;;;;;;;;;;;;;;;1177612
;;;;;;;;;;;;;;;;1177596
;;;;;;;;;;;;;;;;1177616
;;;;;;;;;;;;;;;;1177560
;;;;;;;;;;;;;;;;1177632
;;;;;;;;;;;;;;;;1177544
;;;;;;;;;;;;;;;;1177604
;;;;;;;;;;;;;;;;1177568
;;;;;;;;;;;;;;;;1177600
;;;;;;;;;;;;;;;;1177544
;;;;;;;;;;;;;;;;1177584
;;;;;;;;;;;;;;;;1177552
;;;;;;;;;;;;;;;;1177580
;;;;;;;;;;;;;;;;1177528
;;;;;;;;;;;;;;;;1177576
;;;;;;;;;;;;;;;;1177520
;;;;;;;;;;;;;;;;1177588
;;;;;;;;;;;;;;;;1177508
;;;;;;;;;;;;;;;;1177552
;;;;;;;;;;;;;;;;1177512
;;;;;;;;;;;;;;;;1177556
;;;;;;;;;;;;;;;;1177484
;;;;;;;;;;;;;;;;1177532
;;;;;;;;;;;;;;;;1177484
;;;;;;;;;;;;;;;;1177532
;;;;;;;;;;;;;;;;1177496
;;;;;;;;;;;;;;;;1177516
;;;;;;;;;;;;;;;;1177504
;;;;;;;;;;;;;;;;1177528
;;;;;;;;;;;;;;;;1177468
;;;;;;;;;;;;;;;;1177508
;;;;;;;;;;;;;;;;1177476
;;;;;;;;;;;;;;;;1177528
;;;;;;;;;;;;;;;;1177472
;;;;;;;;;;;;;;;;1177512
;;;;;;;;;;;;;;;;1177452
;;;;;;;;;;;;;;;;1177480
;;;;;;;;;;;;;;;;1177436
;;;;;;;;;;;;;;;;1177500
;;;;;;;;;;;;;;;;1177424
;;;;;;;;;;;;;;;;1177460
;;;;;;;;;;;;;;;;1177432
;;;;;;;;;;;;;;;;1177468
;;;;;;;;;;;;;;;;1177432
;;;;;;;;;;;;;;;;1177456
;;;;;;;;;;;;;;;;1177400
;;;;;;;;;;;;;;;;1177508
;;;;;;;;;;;;;;;;1177404
;;;;;;;;;;;;;;;;1177444
;;;;;;;;;;;;;;;;1177392
;;;;;;;;;;;;;;;;1177460
;;;;;;;;;;;;;;;;1177392
;;;;;;;;;;;;;;;;1177440
;;;;;;;;;;;;;;;;1177368
;;;;;;;;;;;;;;;;1177420
;;;;;;;;;;;;;;;;1177384
;;;;;;;;;;;;;;;;1177424
;;;;;;;;;;;;;;;;1177336
;;;;;;;;;;;;;;;;1177396
;;;;;;;;;;;;;;;;1177364
;;;;;;;;;;;;;;;;1177360
;;;;;;;;;;;;;;;;1177360
;;;;;;;;;;;;;;;;1177400
